Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1187,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,28-359,1996,0.1,0,1,0,0.0,10.00,0.00,0.00,,7.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1188,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,22-328,2002,4.7,1,5,3,60.0,1.07,0.64,0.20,0.33,14.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
1189,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21-086,2003,22.2,2,13,3,23.1,0.59,0.14,0.15,0.67,20.9,0,0,0,0.4,0.4,0.03,+1.6,+1.6,Matches
1190,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23-212,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1191,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20-267,2004,11.2,2,12,3,25.0,1.07,0.27,0.17,0.67,24.4,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
1192,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33-359,1991,9.4,1,25,5,20.0,2.67,0.53,0.04,0.20,24.1,4,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
1193,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-005,1994,15.6,0,5,0,0.0,0.32,0.00,0.00,,18.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
1194,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20-338,2004,0.6,0,1,0,0.0,1.70,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1195,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20-338,2004,10.8,0,6,4,66.7,0.55,0.37,0.00,0.00,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1196,Kialonda,ao ANG,DF,Lecce,it Serie A,27-127,1997,15.0,0,10,0,0.0,0.67,0.00,0.00,,7.9,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
1197,Kiké,es ESP,FW,Alavés,es La Liga,35-068,1989,14.1,9,30,13,43.3,2.12,0.92,0.23,0.54,16.0,0,2,2,5.2,3.6,0.12,+3.8,+3.4,Matches
1198,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27-254,1997,22.2,0,10,2,20.0,0.45,0.09,0.00,0.00,7.9,0,0,0,1.4,1.4,0.14,-1.4,-1.4,Matches
1199,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,29-359,1995,19.0,1,21,6,28.6,1.11,0.32,0.05,0.17,23.7,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
1200,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18-029,2007,0.9,0,1,0,0.0,1.13,0.00,0.00,,5.3,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1201,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,33-017,1992,12.3,4,32,14,43.8,2.60,1.14,0.13,0.29,16.0,0,0,0,4.4,4.4,0.14,-0.4,-0.4,Matches
1202,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21-325,2003,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1203,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28-054,1996,13.8,0,5,1,20.0,0.36,0.07,0.00,0.00,15.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1204,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24-352,2000,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1205,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29-154,1995,17.7,11,53,25,47.2,3.00,1.42,0.19,0.40,13.7,0,1,2,9.3,7.6,0.14,+1.7,+2.4,Matches
1206,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28-243,1996,11.9,0,2,0,0.0,0.17,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1207,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25-272,1999,16.0,11,40,18,45.0,2.50,1.13,0.13,0.28,20.8,0,6,6,8.1,3.4,0.09,+2.9,+1.6,Matches
1208,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,23-022,2002,10.0,1,16,3,18.8,1.60,0.30,0.06,0.33,17.0,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
1209,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23-231,2001,12.7,0,5,1,20.0,0.39,0.08,0.00,0.00,25.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1210,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27-057,1997,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1211,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28-199,1996,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,14.0,1,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
1212,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,28-108,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1213,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25-267,1999,7.7,1,8,2,25.0,1.04,0.26,0.13,0.50,25.0,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
1214,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25-363,1999,12.1,2,12,4,33.3,1.00,0.33,0.17,0.50,15.4,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
1215,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26-305,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1216,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,31-001,1994,18.6,0,10,2,20.0,0.54,0.11,0.00,0.00,23.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1217,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31-333,1993,0.8,0,2,0,0.0,2.50,0.00,0.00,,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
1218,Koke,es ESP,MF,Atlético Madrid,es La Liga,33-024,1992,13.9,1,7,3,42.9,0.50,0.22,0.14,0.33,19.5,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
1219,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31-226,1993,14.4,0,8,2,25.0,0.56,0.14,0.00,0.00,14.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
1220,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,26-058,1998,0.9,1,1,1,100.0,1.11,1.11,1.00,1.00,9.4,0,0,0,0.3,0.3,0.32,+0.7,+0.7,Matches
1221,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,26-058,1998,4.0,2,15,6,40.0,3.77,1.51,0.07,0.17,11.8,0,1,1,4.7,3.9,0.26,-2.7,-2.9,Matches
1222,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28-067,1996,5.8,0,2,0,0.0,0.34,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1223,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-199,2005,2.3,0,4,2,50.0,1.76,0.88,0.00,0.00,23.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1224,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-252,1999,14.5,1,11,2,18.2,0.76,0.14,0.09,0.50,11.2,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
1225,Ismael Konate,ci CIV,"FW,DF",Empoli,it Serie A,18-309,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1226,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31-352,1993,12.2,0,3,0,0.0,0.25,0.00,0.00,,17.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1227,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19-285,2005,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1228,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-263,2005,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1229,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22-240,2002,4.0,0,4,0,0.0,1.00,0.00,0.00,,22.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1230,Manu Koné,fr FRA,MF,Roma,it Serie A,23-260,2001,16.4,2,21,6,28.6,1.28,0.37,0.10,0.33,20.0,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
1231,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-101,1997,20.1,1,5,2,40.0,0.25,0.10,0.20,0.50,9.1,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
1232,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26-339,1998,15.3,1,28,7,25.0,1.83,0.46,0.04,0.14,17.4,0,0,0,2.9,2.9,0.10,-1.9,-1.9,Matches
1233,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-028,2001,8.0,0,6,4,66.7,0.75,0.50,0.00,0.00,17.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1234,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27-057,1997,6.8,0,10,1,10.0,1.47,0.15,0.00,0.00,14.5,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
1235,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-151,1999,6.6,0,2,0,0.0,0.30,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1236,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-065,2003,15.1,0,13,2,15.4,0.86,0.13,0.00,0.00,16.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1237,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18-362,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1238,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-081,1998,18.7,2,14,5,35.7,0.75,0.27,0.14,0.40,13.1,0,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches
1239,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27-292,1997,3.1,0,4,0,0.0,1.30,0.00,0.00,,11.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1240,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-271,1994,16.2,4,31,7,22.6,1.92,0.43,0.13,0.57,22.0,0,0,0,1.3,1.3,0.04,+2.7,+2.7,Matches
1241,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-260,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1242,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-195,2005,0.6,0,1,0,0.0,1.61,0.00,0.00,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4,Matches
1243,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24-352,2000,3.1,1,15,4,26.7,4.80,1.28,0.07,0.25,16.1,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
1244,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-201,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1245,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,30-183,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1246,Alex Král,cz CZE,MF,Espanyol,es La Liga,26-258,1998,20.4,0,13,1,7.7,0.64,0.05,0.00,0.00,15.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1247,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-227,1991,17.0,7,35,9,25.7,2.06,0.53,0.14,0.56,15.9,1,2,2,6.6,5.0,0.14,+0.4,0.0,Matches
1248,Frans Krätzig,de GER,"FW,DF",Heidenheim,de Bundesliga,22-018,2003,3.5,1,5,3,60.0,1.45,0.87,0.20,0.33,19.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
1249,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,22-018,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1250,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25-287,1999,11.1,2,8,4,50.0,0.72,0.36,0.25,0.50,15.8,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1251,Rasmus Kristensen,dk DEN,"DF,FW",Eint Frankfurt,de Bundesliga,27-205,1997,15.1,1,8,1,12.5,0.53,0.07,0.13,1.00,9.9,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1252,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-015,2002,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1253,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24-302,2000,20.9,7,88,27,30.7,4.22,1.29,0.07,0.22,18.3,4,1,2,8.4,6.8,0.08,-1.4,-0.8,Matches
1254,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,32-155,1992,16.6,4,13,8,61.5,0.78,0.48,0.31,0.50,16.6,0,0,0,1.8,1.8,0.14,+2.2,+2.2,Matches
1255,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23-242,2001,15.4,4,25,9,36.0,1.62,0.58,0.16,0.44,15.8,0,0,0,2.6,2.6,0.10,+1.4,+1.4,Matches
1256,Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,24-183,2000,16.4,3,48,14,29.2,2.93,0.86,0.06,0.21,15.5,0,0,0,4.0,4.0,0.08,-1.0,-1.0,Matches
1257,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24-282,2000,20.7,6,34,14,41.2,1.65,0.68,0.18,0.43,15.0,0,0,0,3.4,3.4,0.10,+2.6,+2.6,Matches
1258,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19-312,2005,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1259,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24-359,2000,17.2,2,7,3,42.9,0.41,0.17,0.29,0.67,13.2,0,0,0,1.0,1.0,0.15,+1.0,+1.0,Matches
1260,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,32-017,1993,6.3,1,4,3,75.0,0.63,0.48,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1261,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23-355,2001,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,+0.9,+0.6,Matches
1262,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23-355,2001,0.9,0,2,1,50.0,2.20,1.10,0.00,0.00,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1263,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26-279,1998,1.9,0,6,1,16.7,3.14,0.52,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1264,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28-362,1996,18.3,2,14,5,35.7,0.77,0.27,0.14,0.40,20.9,1,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
1265,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-254,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1266,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21-335,2003,7.1,2,14,5,35.7,1.98,0.71,0.14,0.40,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches
1267,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-274,1994,7.9,6,30,10,33.3,3.81,1.27,0.13,0.40,15.4,0,2,2,5.4,3.8,0.13,+0.6,+0.2,Matches
1268,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-114,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1269,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-249,1991,13.1,5,32,19,59.4,2.45,1.45,0.13,0.21,12.5,1,1,2,7.8,6.3,0.20,-2.8,-2.3,Matches
1270,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-301,2000,20.0,1,17,3,17.6,0.85,0.15,0.06,0.33,11.4,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches
1271,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-009,1999,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1272,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20-313,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1273,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-250,1997,7.4,1,5,2,40.0,0.68,0.27,0.20,0.50,18.3,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
1274,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-158,1992,4.7,0,1,0,0.0,0.21,0.00,0.00,,8.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1275,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-121,1991,15.8,2,4,3,75.0,0.25,0.19,0.00,0.00,25.9,2,2,2,2.1,0.5,0.13,-0.1,-0.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1276,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-267,1988,3.7,0,3,0,0.0,0.82,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1277,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,19-023,2006,0.4,1,1,1,100.0,2.25,2.25,1.00,1.00,13.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
1278,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-242,1998,3.4,2,10,4,40.0,2.91,1.17,0.20,0.50,12.2,0,0,0,2.2,2.2,0.22,-0.2,-0.2,Matches
1279,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-124,2000,4.8,2,4,2,50.0,0.84,0.42,0.50,1.00,18.6,0,0,0,0.3,0.3,0.08,+1.7,+1.7,Matches
1280,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19-287,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1281,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34-360,1990,3.4,0,15,3,20.0,4.35,0.87,0.00,0.00,12.8,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
1282,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29-290,1995,12.4,5,24,10,41.7,1.93,0.80,0.17,0.40,12.4,0,1,1,4.8,4.0,0.17,+0.2,0.0,Matches
1283,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27-344,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1284,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-219,2004,14.5,2,11,5,45.5,0.76,0.35,0.18,0.40,15.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4,Matches
1285,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23-315,2001,6.0,0,13,1,7.7,2.18,0.17,0.00,0.00,13.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
1286,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-072,1997,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1287,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-026,2004,5.9,0,1,0,0.0,0.17,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
1288,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,28-314,1996,16.1,0,11,1,9.1,0.68,0.06,0.00,0.00,20.2,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
1289,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,34-139,1990,14.8,1,16,2,12.5,1.08,0.14,0.00,0.00,18.9,0,1,1,2.0,1.2,0.08,-1.0,-1.2,Matches
1290,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-064,1993,10.6,0,4,1,25.0,0.38,0.09,0.00,0.00,30.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1291,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-182,1997,8.8,0,7,3,42.9,0.79,0.34,0.00,0.00,10.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1292,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26-286,1998,1.1,0,2,1,50.0,1.76,0.88,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1293,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24-364,2000,3.5,0,4,2,50.0,1.13,0.57,0.00,0.00,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1294,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-082,1996,10.3,0,4,0,0.0,0.39,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1295,Nicola Leali,it ITA,GK,Genoa,it Serie A,31-350,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1296,Rafael Leão,pt POR,FW,Milan,it Serie A,25-236,1999,15.0,4,41,18,43.9,2.74,1.20,0.10,0.22,17.5,0,0,0,5.2,5.2,0.13,-1.2,-1.2,Matches
1297,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33-281,1991,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1298,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-252,1993,3.9,0,9,5,55.6,2.31,1.29,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1299,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-176,1993,19.0,0,3,0,0.0,0.16,0.00,0.00,,15.6,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1300,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-009,1999,16.6,0,15,7,46.7,0.90,0.42,0.00,0.00,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1301,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-259,1998,7.0,1,6,1,16.7,0.86,0.14,0.17,1.00,12.4,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
1302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-257,1991,21.9,0,35,9,25.7,1.59,0.41,0.00,0.00,24.2,13,0,0,2.3,2.3,0.07,-2.3,-2.3,Matches
1303,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-023,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1304,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31-273,1993,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1305,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-188,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1306,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-081,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1307,Félix Lemaréchal,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-178,2003,6.7,1,4,2,50.0,0.60,0.30,0.25,0.50,15.6,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches
1308,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-153,1993,15.2,1,18,5,27.8,1.19,0.33,0.06,0.20,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
1309,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-229,1995,10.3,1,6,2,33.3,0.59,0.20,0.17,0.50,18.3,1,0,0,1.4,1.4,0.23,-0.4,-0.4,Matches
1310,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-334,1992,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1311,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-090,1992,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1312,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-042,2006,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1313,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24-289,2000,6.1,5,14,8,57.1,2.29,1.31,0.36,0.63,13.0,0,0,0,2.6,2.6,0.19,+2.4,+2.4,Matches
