Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
518,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26-308,1998,7.6,1,19,8,42.1,2.49,1.05,0.05,0.13,17.5,2,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
519,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-147,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
520,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-207,1996,5.6,0,5,2,40.0,0.89,0.36,0.00,0.00,13.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
521,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27-364,1997,20.6,1,10,2,20.0,0.49,0.10,0.10,0.50,24.1,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
522,Copete,es ESP,DF,Mallorca,es La Liga,25-114,1999,7.3,0,4,2,50.0,0.55,0.27,0.00,0.00,9.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
523,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-035,2003,17.5,1,5,1,20.0,0.29,0.06,0.20,1.00,8.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
524,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-082,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
525,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-068,1997,8.5,0,4,0,0.0,0.47,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
526,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-127,1996,0.8,0,1,0,0.0,1.25,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
527,Maxwel Cornet,ci CIV,FW,Genoa,it Serie A,28-127,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-051,1996,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
529,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-329,1995,6.2,2,26,9,34.6,4.21,1.46,0.08,0.22,13.2,0,0,0,4.0,4.0,0.15,-2.0,-2.0,Matches
530,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-172,1994,1.7,1,5,2,40.0,2.96,1.18,0.20,0.50,12.1,0,0,0,0.8,0.8,0.17,+0.2,+0.2,Matches
531,Thierry Correia,pt POR,DF,Valencia,es La Liga,25-329,1999,8.5,0,7,3,42.9,0.82,0.35,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
532,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-190,2002,5.8,1,11,5,45.5,1.89,0.86,0.09,0.20,17.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
533,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-203,1993,9.3,0,2,0,0.0,0.21,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
534,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-027,2001,3.9,0,9,2,22.2,2.30,0.51,0.00,0.00,18.0,0,0,0,1.2,1.2,0.13,-1.2,-1.2,Matches
535,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-306,2001,14.7,2,9,4,44.4,0.61,0.27,0.22,0.50,12.4,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matches
536,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-306,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
537,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-066,2000,16.7,0,22,8,36.4,1.32,0.48,0.00,0.00,19.6,1,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
538,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-304,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
539,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-163,1992,7.4,0,4,1,25.0,0.54,0.14,0.00,0.00,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
540,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-297,1996,16.2,0,2,1,50.0,0.12,0.06,0.00,0.00,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
541,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-105,2002,0.4,1,2,1,50.0,4.74,2.37,0.50,1.00,11.8,0,0,0,0.2,0.2,0.11,+0.8,+0.8,Matches
542,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-110,2003,4.4,0,3,0,0.0,0.69,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
543,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23-349,2001,5.0,1,10,4,40.0,2.00,0.80,0.10,0.25,15.8,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
544,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-257,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
545,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-257,1999,12.0,0,3,0,0.0,0.25,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
546,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-266,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-243,2002,6.3,0,4,2,50.0,0.64,0.32,0.00,0.00,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
548,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-024,1999,14.2,1,9,4,44.4,0.63,0.28,0.11,0.25,15.1,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
549,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-048,1989,2.3,0,1,0,0.0,0.43,0.00,0.00,,31.6,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
550,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-168,2002,15.8,0,16,5,31.3,1.01,0.32,0.00,0.00,10.4,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
551,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-335,1995,11.2,1,13,2,15.4,1.16,0.18,0.08,0.50,15.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
552,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-075,1995,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
553,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-188,1992,8.8,0,3,0,0.0,0.34,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
554,Juan Cruz,es ESP,"FW,DF",Leganés,es La Liga,24-282,2000,14.9,4,23,10,43.5,1.54,0.67,0.17,0.40,20.7,1,0,0,1.5,1.5,0.07,+2.5,+2.5,Matches
555,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-251,1988,3.5,0,8,1,12.5,2.29,0.29,0.00,0.00,14.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
556,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-010,2007,18.5,0,7,0,0.0,0.38,0.00,0.00,,8.4,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
557,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-194,1998,19.0,2,11,3,27.3,0.58,0.16,0.18,0.67,16.7,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches
558,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-076,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
559,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-250,1999,19.8,10,67,26,38.8,3.38,1.31,0.15,0.38,20.4,5,0,0,4.8,4.8,0.07,+5.2,+5.2,Matches
560,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-029,1998,16.9,6,49,20,40.8,2.90,1.18,0.12,0.30,16.1,0,0,1,5.3,4.5,0.09,+0.7,+1.5,Matches
561,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-172,2000,4.9,1,11,5,45.5,2.23,1.02,0.09,0.20,13.8,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
562,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-004,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
563,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-145,1988,6.7,0,5,2,40.0,0.75,0.30,0.00,0.00,15.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
564,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-237,2001,14.5,1,14,4,28.6,0.96,0.28,0.07,0.25,21.7,2,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
565,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24-334,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
566,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26-311,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
567,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-031,1996,3.6,1,5,2,40.0,1.39,0.56,0.20,0.50,19.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
568,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-115,1998,3.1,1,7,1,14.3,2.28,0.33,0.14,1.00,16.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
569,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22-332,2002,2.7,0,1,0,0.0,0.37,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
570,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-182,2000,4.9,2,15,6,40.0,3.04,1.22,0.13,0.33,9.6,0,0,0,2.6,2.6,0.17,-0.6,-0.6,Matches
571,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-320,1999,21.6,0,15,4,26.7,0.69,0.18,0.00,0.00,19.2,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
572,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-213,2000,18.9,2,20,7,35.0,1.06,0.37,0.10,0.29,15.8,2,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
573,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-280,2001,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,10.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
574,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-278,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
575,Danilo,br BRA,DF,Juventus,it Serie A,33-201,1991,6.5,0,1,0,0.0,0.15,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
576,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,28-001,1997,2.2,2,6,3,50.0,2.70,1.35,0.33,0.67,13.9,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matches
577,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,28-001,1997,8.9,1,15,8,53.3,1.69,0.90,0.07,0.13,16.1,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
578,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-016,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
579,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-218,2004,9.8,0,11,0,0.0,1.12,0.00,0.00,,18.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
580,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-135,1998,12.0,0,10,2,20.0,0.83,0.17,0.00,0.00,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
581,Dante,br BRA,DF,Nice,fr Ligue 1,41-106,1983,11.3,0,4,0,0.0,0.36,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
582,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.8,1,5,2,40.0,6.16,2.47,0.20,0.50,11.5,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
583,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-025,2002,0.2,0,1,0,0.0,5.63,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
584,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-008,2006,7.6,1,4,1,25.0,0.52,0.13,0.25,1.00,16.7,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
585,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-041,1993,14.7,0,19,4,21.1,1.30,0.27,0.00,0.00,22.9,1,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
586,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-061,1989,11.9,2,7,2,28.6,0.59,0.17,0.29,1.00,16.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches
587,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-123,1998,4.6,1,8,4,50.0,1.75,0.87,0.13,0.25,15.8,0,0,1,2.7,1.9,0.24,-1.7,-0.9,Matches
588,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-024,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
589,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-018,2000,16.1,11,31,16,51.6,1.93,0.99,0.19,0.38,16.3,0,5,6,10.3,5.6,0.18,+0.7,+0.4,Matches
590,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-091,2000,15.1,1,17,3,17.6,1.13,0.20,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
591,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-283,1993,5.0,0,1,0,0.0,0.20,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
592,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-354,1998,7.6,2,14,5,35.7,1.83,0.65,0.14,0.40,9.5,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
593,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-020,2000,22.5,1,11,2,18.2,0.49,0.09,0.09,0.50,18.8,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
594,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,fr Ligue 1,23-352,2001,17.1,6,36,15,41.7,2.10,0.88,0.14,0.33,21.3,4,1,1,4.0,3.2,0.09,+2.0,+1.8,Matches
595,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-257,1995,10.4,0,2,0,0.0,0.19,0.00,0.00,,10.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
596,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-271,1990,10.8,0,5,1,20.0,0.46,0.09,0.00,0.00,8.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
597,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-218,1991,11.0,2,33,8,24.2,2.99,0.73,0.06,0.25,22.5,4,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
598,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-328,2001,15.2,5,30,14,46.7,1.97,0.92,0.17,0.36,11.6,0,0,0,3.8,3.8,0.13,+1.2,+1.2,Matches
599,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-253,1994,12.4,3,12,4,33.3,0.97,0.32,0.25,0.75,23.1,0,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches
600,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23-365,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
601,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-104,1992,3.7,0,2,1,50.0,0.53,0.27,0.00,0.00,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
602,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-254,1988,6.0,0,2,0,0.0,0.33,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
603,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-241,1998,2.1,0,1,0,0.0,0.47,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
604,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-234,2002,11.1,2,7,5,71.4,0.63,0.45,0.29,0.40,8.0,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches
605,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-184,1995,9.1,0,9,1,11.1,0.99,0.11,0.00,0.00,17.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
606,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-309,1996,10.6,4,12,6,50.0,1.13,0.57,0.08,0.17,21.2,0,3,4,4.4,1.2,0.10,-0.4,-0.2,Matches
607,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-083,1999,18.7,4,10,5,50.0,0.53,0.27,0.40,0.80,12.0,0,0,0,1.9,1.9,0.19,+2.1,+2.1,Matches
608,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21-359,2003,18.6,8,35,17,48.6,1.88,0.91,0.17,0.35,16.1,0,2,2,6.4,4.8,0.14,+1.6,+1.2,Matches
609,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23-361,2001,7.1,2,10,2,20.0,1.41,0.28,0.20,1.00,20.2,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
610,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,33-115,1991,0.7,0,2,0,0.0,2.86,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
611,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24-301,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
612,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-027,2004,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
613,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-262,1997,11.6,11,53,28,52.8,4.55,2.40,0.19,0.36,16.4,0,1,1,7.3,6.5,0.12,+3.7,+3.5,Matches
614,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26-313,1998,12.6,8,37,13,35.1,2.94,1.03,0.22,0.62,12.7,0,0,2,7.2,5.5,0.15,+0.8,+2.5,Matches
615,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-043,2001,17.9,0,11,3,27.3,0.62,0.17,0.00,0.00,11.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
616,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30-300,1994,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
617,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,21-113,2003,3.0,1,5,2,40.0,1.69,0.67,0.20,0.50,21.0,1,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
618,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,eng Premier League,26-148,1998,1.5,0,1,0,0.0,0.67,0.00,0.00,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
619,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27-189,1997,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
620,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,31-181,1993,22.0,3,12,4,33.3,0.55,0.18,0.25,0.75,10.7,0,0,0,2.3,2.3,0.22,+0.7,+0.7,Matches
621,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,28-077,1996,13.1,6,19,12,63.2,1.45,0.92,0.32,0.50,13.2,0,0,0,3.4,3.4,0.18,+2.6,+2.6,Matches
622,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-044,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
623,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,19-132,2005,3.0,1,6,3,50.0,2.01,1.00,0.17,0.33,18.4,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
624,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,24-026,2001,19.0,3,10,5,50.0,0.53,0.26,0.30,0.60,8.3,0,0,0,1.7,1.7,0.17,+1.3,+1.3,Matches
625,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,21-043,2003,14.5,4,22,6,27.3,1.52,0.41,0.18,0.67,10.9,0,0,0,4.4,4.4,0.20,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
626,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,22-205,2002,16.7,6,39,13,33.3,2.33,0.78,0.15,0.46,17.6,0,0,0,4.0,4.0,0.10,+2.0,+2.0,Matches
627,Assane Diao,es ESP,"FW,MF",Como,it Serie A,19-147,2005,3.8,2,6,3,50.0,1.59,0.79,0.33,0.67,14.4,0,0,0,0.7,0.7,0.12,+1.3,+1.3,Matches
628,Assane Diao,es ESP,FW,Betis,es La Liga,19-147,2005,3.1,1,7,1,14.3,2.27,0.32,0.14,1.00,14.4,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
629,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,21-029,2004,17.2,4,17,10,58.8,0.99,0.58,0.12,0.20,20.8,0,2,2,2.6,1.0,0.06,+1.4,+1.0,Matches
630,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24-083,2000,13.4,0,1,0,0.0,0.07,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
631,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27-263,1997,13.1,0,13,3,23.1,0.99,0.23,0.00,0.00,20.1,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
632,Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,25-342,1999,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
633,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24-357,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
634,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19-350,2005,0.5,0,1,0,0.0,2.00,0.00,0.00,,16.7,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
635,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19-350,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
636,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25-182,1999,8.6,3,14,7,50.0,1.63,0.81,0.21,0.43,12.4,0,0,0,2.9,2.9,0.21,+0.1,+0.1,Matches
637,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-019,1997,14.9,8,44,19,43.2,2.96,1.28,0.18,0.42,14.3,0,0,0,6.1,6.1,0.14,+1.9,+1.9,Matches
638,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26-241,1998,2.4,0,4,0,0.0,1.67,0.00,0.00,,22.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
639,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18-326,2006,13.7,2,23,9,39.1,1.68,0.66,0.09,0.22,20.5,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
640,Diego,es ESP,"FW,MF",Leganés,es La Liga,24-289,2000,4.7,1,12,4,33.3,2.55,0.85,0.08,0.25,13.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
641,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,20-066,2004,0.9,1,7,1,14.3,7.59,1.08,0.14,1.00,15.8,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
642,Bamba Dieng,sn SEN,"FW,MF",Angers,fr Ligue 1,24-315,2000,4.7,2,12,5,41.7,2.54,1.06,0.17,0.40,17.7,2,0,0,2.3,2.3,0.19,-0.3,-0.3,Matches
643,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,31-017,1994,4.3,0,3,1,33.3,0.70,0.23,0.00,0.00,7.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
644,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31-196,1993,19.2,0,12,3,25.0,0.63,0.16,0.00,0.00,22.6,5,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
645,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18-364,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
